"","time_id","time_start","time_finish","date_obs"
"5325",522,"06:00:00","06:03:00","2019-06-02"
"5332",523,"04:00:00","04:03:00","2019-06-04"
"5347",524,"06:00:00","06:15:00","2019-06-04"
"5375",525,"20:00:00","20:03:00","2019-06-06"
"5377",526,"08:00:00","08:03:00","2019-06-08"
"5420",527,"23:00:00","23:03:00","2019-06-10"
"5432",528,"06:00:00","06:03:00","2019-06-14"
"5436",529,"23:00:00","23:15:00","2019-06-14"
"5453",530,"22:00:00","22:03:00","2019-06-16"
"5472",531,"21:00:00","21:03:00","2019-06-18"
"5480",532,"05:00:00","05:15:00","2019-06-22"
"5533",533,"23:00:00","23:03:00","2019-06-03"
"5544",534,"20:00:00","20:03:00","2019-06-07"
"5546",535,"23:00:00","23:03:00","2019-06-07"
"5564",536,"05:00:00","05:15:00","2019-06-11"
"5590",537,"19:00:00","19:03:00","2019-06-11"
"5592",538,"23:00:00","23:03:00","2019-06-11"
"5593",539,"05:00:00","05:03:00","2019-06-13"
"5606",540,"06:00:00","06:15:00","2019-06-15"
"5623",541,"08:00:00","08:03:00","2019-06-15"
"5640",542,"21:00:00","21:03:00","2019-06-15"
"5659",543,"05:00:00","05:03:00","2019-06-19"
"5672",544,"23:00:00","23:03:00","2019-06-19"
"5673",545,"19:00:00","19:15:00","2019-06-21"
"5690",546,"01:00:00","01:15:00","2019-06-22"
"5691",547,"05:00:00","05:03:00","2019-06-23"
"5704",548,"08:00:00","08:03:00","2019-06-23"
"5740",549,"07:00:00","07:03:00","2019-06-25"
"5757",550,"19:00:00","19:03:00","2019-06-25"
"5769",551,"05:00:00","05:03:00","2019-06-27"
"5785",552,"20:00:00","20:03:00","2019-06-27"
"5796",553,"19:00:00","19:15:00","2019-06-29"
"5819",554,"06:00:00","06:03:00","2019-05-21"
"5832",555,"19:00:00","19:03:00","2019-05-21"
"5862",556,"07:00:00","07:03:00","2019-05-25"
"5878",557,"07:00:00","07:03:00","2019-05-27"
"5896",558,"08:00:00","08:15:00","2019-05-27"
"5897",559,"05:00:00","05:15:00","2019-05-29"
"5927",560,"06:00:00","06:03:00","2019-05-29"
"5946",561,"08:00:00","08:15:00","2019-05-29"
"5947",562,"20:00:00","20:03:00","2019-05-29"
"6012",563,"06:00:00","06:15:00","2019-06-10"
"6064",564,"06:00:00","06:15:00","2019-06-18"
"6081",565,"22:00:00","22:03:00","2017-05-12"
"6082",566,"04:00:00","04:15:00","2017-05-14"
"6085",567,"07:00:00","07:15:00","2017-05-14"
"6086",568,"12:00:00","12:15:00","2017-05-14"
"6102",569,"13:00:00","13:15:00","2017-05-14"
"6105",570,"01:00:00","01:15:00","2017-05-17"
"6108",571,"23:00:00","23:15:00","2017-05-18"
"6109",572,"06:00:00","06:03:00","2017-05-20"
"6126",573,"06:00:00","06:15:00","2017-05-22"
"6141",574,"08:00:00","08:03:00","2017-05-24"
"6161",575,"22:00:00","22:03:00","2017-05-24"
"6181",576,"12:00:00","12:15:00","2017-05-28"
"6209",577,"01:00:00","01:15:00","2017-05-29"
"6210",578,"07:00:00","07:03:00","2017-05-30"
"6229",579,"08:00:00","08:15:00","2017-05-30"
"6235",580,"05:00:00","05:03:00","2017-06-01"
"6257",581,"12:00:00","12:15:00","2017-06-01"
"6276",582,"19:00:00","19:15:00","2017-06-01"
"6422",583,"12:00:00","12:15:00","2017-06-03"
"6449",584,"13:00:00","13:15:00","2017-06-03"
"6619",585,"08:00:00","08:03:00","2017-06-05"
"6650",586,"12:00:00","12:15:00","2017-06-05"
"6660",587,"19:00:00","19:15:00","2017-06-05"
"6682",588,"20:00:00","20:15:00","2017-06-05"
"6687",589,"21:00:00","21:15:00","2017-06-05"
"6688",590,"23:00:00","23:15:00","2017-06-05"
"6702",591,"05:00:00","05:15:00","2017-06-07"
"6730",592,"07:00:00","07:15:00","2017-06-07"
"6759",593,"20:00:00","20:03:00","2017-06-07"
"6768",594,"23:00:00","23:03:00","2017-06-07"
"6769",595,"06:00:00","06:15:00","2017-06-09"
"6796",596,"20:00:00","20:03:00","2017-06-09"
"6803",597,"05:00:00","05:03:00","2017-06-11"
"6820",598,"05:00:00","05:15:00","2017-06-11"
"6821",599,"22:00:00","22:03:00","2017-06-11"
"6832",600,"07:00:00","07:03:00","2017-06-13"
"6852",601,"06:00:00","06:03:00","2017-06-15"
"6869",602,"08:00:00","08:15:00","2017-06-15"
"6870",603,"19:00:00","19:15:00","2017-06-15"
"6872",604,"22:00:00","22:03:00","2017-06-15"
"6873",605,"07:00:00","07:03:00","2017-06-17"
"6893",606,"07:00:00","07:15:00","2017-06-21"
"6894",607,"20:00:00","20:15:00","2017-06-23"
"6896",608,"23:00:00","23:03:00","2017-06-23"
"6897",609,"08:00:00","08:15:00","2017-06-27"
"6927",610,"12:00:00","12:15:00","2017-06-27"
"6952",611,"21:00:00","21:15:00","2017-06-29"
"6954",612,"03:00:00","03:15:00","2017-06-30"
"6955",613,"19:00:00","19:15:00","2017-07-01"
"6959",614,"19:00:00","19:15:00","2017-07-05"
"6964",615,"19:00:00","19:15:00","2017-07-07"
"6966",616,"20:00:00","20:15:00","2017-07-09"
"6967",617,"19:00:00","19:15:00","2017-07-11"
"6969",618,"13:00:00","13:15:00","2017-07-13"
"6970",619,"19:00:00","19:15:00","2017-07-15"
"6971",620,"04:00:00","04:15:00","2017-07-17"
"6977",621,"13:00:00","13:15:00","2017-07-17"
"6978",622,"19:00:00","19:15:00","2017-07-17"
"6979",623,"04:00:00","04:15:00","2017-07-23"
"6980",624,"06:00:00","06:15:00","2017-07-23"
"6981",625,"08:00:00","08:15:00","2017-07-23"
"6983",626,"20:00:00","20:15:00","2017-07-23"
"6984",627,"05:00:00","05:15:00","2017-07-25"
"6985",628,"12:00:00","12:15:00","2017-07-25"
"6998",629,"07:00:00","07:15:00","2017-07-29"
"6999",630,"06:00:00","06:15:00","2017-07-31"
"7000",631,"08:00:00","08:15:00","2017-08-08"
"7002",632,"07:00:00","07:15:00","2017-08-10"
"7004",633,"07:00:00","07:15:00","2017-08-18"
"7010",634,"07:00:00","07:15:00","2017-08-22"
"7011",635,"13:01:58","13:16:58","2019-05-08"
"7012",636,"20:00:00","20:15:00","2019-05-08"
"7013",637,"21:00:00","21:15:00","2019-05-08"
"7015",638,"23:00:00","23:03:00","2019-05-08"
"7016",639,"03:00:00","03:15:00","2019-05-09"
"7017",640,"04:00:00","04:15:00","2019-05-10"
"7019",641,"05:00:00","05:15:00","2019-05-10"
"7021",642,"06:00:00","06:15:00","2019-05-10"
"7023",643,"07:00:00","07:15:00","2019-05-10"
"7024",644,"08:00:00","08:15:00","2019-05-10"
"7025",645,"04:00:00","04:15:00","2019-05-12"
"7026",646,"05:00:00","05:15:00","2019-05-12"
"7027",647,"06:00:00","06:15:00","2019-05-12"
"7033",648,"07:00:00","07:15:00","2019-05-12"
"7034",649,"08:00:00","08:15:00","2019-05-12"
"7035",650,"19:00:00","19:15:00","2019-05-12"
"7036",651,"12:00:00","12:15:00","2019-05-13"
"7038",652,"13:00:00","13:15:00","2019-05-13"
"7040",653,"19:00:00","19:15:00","2019-05-13"
"7041",654,"20:00:00","20:15:00","2019-05-13"
"7042",655,"08:00:00","08:15:00","2019-05-15"
"7044",656,"12:00:00","12:15:00","2019-05-15"
"7046",657,"13:00:00","13:15:00","2019-05-15"
"7047",658,"22:00:00","22:03:00","2019-05-15"
"7048",659,"03:00:00","03:15:00","2019-05-16"
"7049",660,"05:00:00","05:15:00","2019-05-17"
"7052",661,"06:00:00","06:15:00","2019-05-17"
"7056",662,"07:00:00","07:15:00","2019-05-17"
"7058",663,"08:00:00","08:15:00","2019-05-17"
"7061",664,"12:00:00","12:15:00","2019-05-17"
"7063",665,"13:00:00","13:15:00","2019-05-17"
"7066",666,"20:00:00","20:15:00","2019-05-17"
"7067",667,"21:00:00","21:15:00","2019-05-17"
"7068",668,"05:00:00","05:15:00","2019-05-19"
"7069",669,"06:00:00","06:15:00","2019-05-19"
"7071",670,"07:00:00","07:15:00","2019-05-19"
"7073",671,"08:00:00","08:15:00","2019-05-19"
"7075",672,"12:00:00","12:15:00","2019-05-19"
"7076",673,"13:00:00","13:15:00","2019-05-19"
"7080",674,"23:00:00","23:15:00","2019-05-19"
"7081",675,"04:00:00","04:15:00","2019-05-21"
"7082",676,"07:00:00","07:03:00","2019-05-21"
"7093",677,"08:00:00","08:15:00","2019-05-21"
"7094",678,"23:00:00","23:15:00","2019-05-21"
"7095",679,"01:00:00","01:15:00","2019-05-22"
"7100",680,"03:00:00","03:15:00","2019-05-22"
"7116",681,"07:00:00","07:15:00","2019-05-24"
"7119",682,"08:00:00","08:15:00","2019-05-24"
"7120",683,"13:00:00","13:15:00","2019-05-24"
"7122",684,"05:00:00","05:15:00","2019-05-26"
"7124",685,"06:00:00","06:15:00","2019-05-26"
"7129",686,"07:00:00","07:15:00","2019-05-26"
"7133",687,"08:00:00","08:03:00","2019-05-26"
"7153",688,"08:00:00","08:15:00","2019-05-26"
"7159",689,"12:00:00","12:15:00","2019-05-26"
"7161",690,"13:00:00","13:15:00","2019-05-26"
"7164",691,"19:00:00","19:15:00","2019-05-26"
"7166",692,"01:00:00","01:15:00","2019-05-27"
"7167",693,"04:00:00","04:03:00","2019-05-28"
"7172",694,"06:00:00","06:15:00","2019-05-28"
"7173",695,"07:00:00","07:03:00","2019-05-28"
"7191",696,"07:00:00","07:15:00","2019-05-28"
"7193",697,"08:00:00","08:15:00","2019-05-28"
"7195",698,"12:00:00","12:15:00","2019-05-28"
"7196",699,"13:00:00","13:03:00","2019-05-28"
"7199",700,"19:00:00","19:15:00","2019-05-28"
"7206",701,"20:00:00","20:15:00","2019-05-28"
"7210",702,"08:14:06","08:29:06","2019-05-31"
"7212",703,"13:00:00","13:15:00","2019-05-31"
"7213",704,"21:00:00","21:15:00","2019-05-31"
"7214",705,"04:00:00","04:15:00","2019-06-02"
"7242",706,"07:00:00","07:15:00","2019-06-02"
"7260",707,"08:00:00","08:15:00","2019-06-02"
"7261",708,"12:00:00","12:15:00","2019-06-02"
"7263",709,"13:00:00","13:15:00","2019-06-02"
"7264",710,"20:00:00","20:03:00","2019-06-02"
"7268",711,"22:00:00","22:03:00","2019-06-02"
"7269",712,"03:00:00","03:15:00","2019-06-03"
"7270",713,"04:00:00","04:15:00","2019-06-04"
"7295",714,"06:00:00","06:03:00","2019-06-04"
"7312",715,"07:00:00","07:15:00","2019-06-04"
"7315",716,"08:00:00","08:15:00","2019-06-04"
"7317",717,"12:00:00","12:15:00","2019-06-04"
"7319",718,"21:00:00","21:15:00","2019-06-04"
"7320",719,"01:00:00","01:15:00","2019-06-05"
"7321",720,"03:00:00","03:15:00","2019-06-05"
"7323",721,"23:00:00","23:03:00","2019-07-04"
"7324",722,"05:00:00","05:15:00","2019-07-08"
"7343",723,"05:00:00","05:03:00","2019-05-22"
"7354",724,"19:00:00","19:03:00","2019-05-24"
"7355",725,"23:00:00","23:03:00","2019-05-26"
"7356",726,"22:00:00","22:15:00","2019-05-28"
"7358",727,"05:00:00","05:15:00","2019-05-30"
"7371",728,"08:00:00","08:03:00","2019-05-30"
"7378",729,"08:00:00","08:03:00","2019-06-01"
"7390",730,"20:00:00","20:03:00","2019-06-05"
"7417",731,"21:00:00","21:03:00","2019-06-11"
"7422",732,"04:00:00","04:15:00","2019-06-13"
"7445",733,"08:00:00","08:03:00","2019-06-13"
"7458",734,"05:00:00","05:03:00","2019-06-17"
"7474",735,"06:00:00","06:03:00","2019-06-19"
"7484",736,"20:00:00","20:03:00","2019-06-19"
"7488",737,"22:00:00","22:15:00","2019-07-01"
"7492",738,"22:00:00","22:03:00","2019-05-14"
"7493",739,"01:00:00","01:15:00","2019-05-15"
"7515",740,"23:00:00","23:03:00","2019-05-20"
"7559",741,"07:00:00","07:03:00","2019-05-30"
"7574",742,"23:00:00","23:03:00","2019-05-30"
"7575",743,"03:00:00","03:15:00","2019-05-31"
"7579",744,"06:00:00","06:15:00","2019-06-01"
"7619",745,"03:00:00","03:03:00","2019-06-04"
"7642",746,"08:00:00","08:03:00","2019-06-05"
"7724",747,"05:00:00","05:03:00","2019-06-11"
"7731",748,"20:00:00","20:03:00","2019-06-11"
"7782",749,"13:00:00","13:03:00","2019-06-13"
"7789",750,"20:00:00","20:03:00","2019-06-13"
"7798",751,"23:00:00","23:03:00","2019-05-18"
"7799",752,"05:00:00","05:03:00","2019-05-20"
"7825",753,"03:00:00","03:15:00","2019-05-23"
"7841",754,"06:00:00","06:03:00","2019-05-28"
"7856",755,"23:00:00","23:03:00","2019-05-31"
"7886",756,"07:00:00","07:03:00","2019-06-02"
"7894",757,"01:00:00","01:15:00","2019-06-03"
"7895",758,"22:00:00","22:03:00","2019-06-04"
"7896",759,"03:00:00","03:03:00","2019-06-05"
"7916",760,"06:00:00","06:03:00","2019-06-08"
"7973",761,"07:00:00","07:03:00","2019-06-12"
"7988",762,"12:00:00","12:03:00","2019-06-12"
"7998",763,"05:00:00","05:03:00","2019-06-14"
"8020",764,"07:00:00","07:03:00","2019-06-16"
"8033",765,"23:00:00","23:15:00","2019-06-17"
"8036",766,"06:00:00","06:15:00","2019-06-23"
"8062",767,"23:00:00","23:03:00","2019-06-23"
"8063",768,"22:00:00","22:15:00","2019-07-03"
"8066",769,"20:00:00","20:03:00","2019-05-23"
"8069",770,"06:00:00","06:03:00","2019-05-25"
"8110",771,"08:00:00","08:03:00","2019-05-29"
"8144",772,"05:00:00","05:15:00","2019-06-06"
"8163",773,"08:00:00","08:03:00","2019-06-06"
"8195",774,"21:00:00","21:03:00","2019-06-08"
"8269",775,"08:00:00","08:03:00","2019-06-20"
"8276",776,"23:00:00","23:15:00","2019-06-26"
"8277",777,"21:00:00","21:15:00","2018-06-21"
"8281",778,"22:00:00","22:15:00","2018-06-21"
"8288",779,"23:00:00","23:15:00","2018-06-21"
"8290",780,"06:00:00","06:03:00","2018-06-23"
"8296",781,"20:00:00","20:03:00","2018-06-23"
"8298",782,"22:00:00","22:15:00","2018-06-23"
"8306",783,"23:00:00","23:15:00","2018-06-23"
"8312",784,"01:00:00","01:15:00","2018-06-24"
"8313",785,"03:00:00","03:15:00","2018-06-24"
"8329",786,"04:00:00","04:15:00","2018-06-25"
"8352",787,"05:00:00","05:15:00","2018-06-25"
"8364",788,"06:00:00","06:15:00","2018-06-25"
"8379",789,"08:00:00","08:03:00","2018-06-25"
"8382",790,"19:00:00","19:15:00","2018-06-25"
"8388",791,"20:00:00","20:15:00","2018-06-25"
"8391",792,"21:00:00","21:15:00","2018-06-25"
"8393",793,"22:00:00","22:15:00","2018-06-25"
"8397",794,"23:00:00","23:15:00","2018-06-25"
"8403",795,"04:00:00","04:15:00","2018-06-27"
"8414",796,"05:00:00","05:15:00","2018-06-27"
"8434",797,"07:00:00","07:03:00","2018-06-27"
"8436",798,"23:00:00","23:15:00","2018-06-27"
"8444",799,"01:00:00","01:15:00","2018-06-28"
"8445",800,"03:00:00","03:15:00","2018-06-28"
"8457",801,"04:00:00","04:15:00","2018-06-29"
"8472",802,"05:00:00","05:15:00","2018-06-29"
"8490",803,"06:00:00","06:15:00","2018-06-29"
"8504",804,"21:00:00","21:03:00","2018-06-29"
"8509",805,"23:00:00","23:15:00","2018-06-29"
"8510",806,"01:00:00","01:15:00","2018-06-30"
"8512",807,"03:00:00","03:15:00","2018-06-30"
"8527",808,"05:00:00","05:03:00","2018-07-01"
"8533",809,"23:00:00","23:15:00","2018-07-03"
"8537",810,"03:00:00","03:15:00","2018-07-04"
"8550",811,"04:00:00","04:15:00","2018-07-05"
"8570",812,"04:00:00","04:15:00","2018-07-07"
"8594",813,"03:00:00","03:15:00","2018-07-10"
"8599",814,"04:00:00","04:15:00","2018-07-11"
"8601",815,"07:00:00","07:15:00","2018-07-11"
"8626",816,"12:00:00","12:15:00","2018-07-11"
"8639",817,"06:00:00","06:15:00","2018-07-17"
"8666",818,"08:00:00","08:15:00","2018-07-17"
"8667",819,"07:00:00","07:15:00","2018-07-19"
"8668",820,"05:00:00","05:15:00","2018-07-23"
"8669",821,"05:00:00","05:15:00","2018-07-27"
"8671",822,"08:00:00","08:15:00","2018-07-29"
"8685",823,"07:00:00","07:15:00","2018-08-02"
"8686",824,"05:00:00","05:15:00","2018-08-06"
"8699",825,"19:00:00","19:15:00","2018-08-08"
"8703",826,"06:00:00","06:15:00","2018-08-10"
"8715",827,"08:00:00","08:15:00","2018-08-10"
"8724",828,"20:00:00","20:15:00","2018-08-14"
"8725",829,"20:00:00","20:15:00","2018-08-22"
"8727",830,"05:00:00","05:15:00","2018-08-28"
"8728",831,"20:00:00","20:03:00","2019-05-22"
"8732",832,"05:00:00","05:03:00","2019-05-24"
"8740",833,"03:00:00","03:15:00","2019-05-25"
"8782",834,"19:00:00","19:03:00","2019-06-03"
"8828",835,"08:00:00","08:03:00","2019-06-09"
"8829",836,"20:00:00","20:03:00","2019-06-09"
"8872",837,"07:00:00","07:03:00","2019-06-11"
"8901",838,"04:00:00","04:03:00","2019-06-15"
"8953",839,"13:00:00","13:15:00","2017-05-12"
"8972",840,"22:00:00","22:03:00","2017-05-18"
"8973",841,"21:00:00","21:15:00","2017-05-20"
"8974",842,"23:00:00","23:03:00","2017-05-20"
"8975",843,"07:00:00","07:03:00","2017-05-22"
"8987",844,"19:00:00","19:15:00","2017-05-22"
"8988",845,"05:00:00","05:03:00","2017-05-24"
"9025",846,"03:00:00","03:15:00","2017-05-27"
"9033",847,"20:00:00","20:03:00","2017-05-28"
"9035",848,"23:00:00","23:15:00","2017-05-28"
"9037",849,"03:00:00","03:15:00","2017-05-29"
"9116",850,"13:00:00","13:15:00","2017-06-01"
"9323",851,"20:00:00","20:03:00","2017-06-03"
"9383",852,"06:00:00","06:03:00","2017-06-05"
"9497",853,"08:00:00","08:03:00","2017-06-07"
"9529",854,"07:00:00","07:15:00","2017-06-09"
"9551",855,"01:00:00","01:15:00","2017-06-10"
"9552",856,"06:00:00","06:03:00","2017-06-13"
"9563",857,"06:00:00","06:15:00","2017-06-13"
"9571",858,"05:00:00","05:03:00","2017-06-15"
"9581",859,"06:00:00","06:15:00","2017-06-15"
"9583",860,"08:00:00","08:03:00","2017-06-17"
"9599",861,"07:00:00","07:03:00","2017-06-19"
"9604",862,"07:00:00","07:15:00","2017-06-25"
"9605",863,"06:00:00","06:15:00","2017-06-27"
"9609",864,"06:00:00","06:15:00","2017-07-01"
"9611",865,"13:00:00","13:15:00","2017-07-01"
"9612",866,"21:00:00","21:15:00","2017-07-03"
"9613",867,"20:00:00","20:15:00","2017-07-05"
"9614",868,"04:00:00","04:15:00","2017-07-07"
"9615",869,"06:00:00","06:15:00","2017-07-09"
"9616",870,"12:00:00","12:15:00","2017-07-11"
"9617",871,"06:00:00","06:15:00","2017-07-13"
"9618",872,"08:00:00","08:15:00","2017-07-13"
"9621",873,"12:00:00","12:15:00","2017-07-13"
"9626",874,"20:00:00","20:15:00","2017-07-17"
"9627",875,"21:00:00","21:15:00","2017-07-21"
"9628",876,"07:00:00","07:15:00","2017-07-23"
"9630",877,"19:00:00","19:15:00","2017-07-25"
"9632",878,"06:00:00","06:15:00","2017-07-29"
"9634",879,"19:00:00","19:15:00","2017-07-29"
"9635",880,"21:00:00","21:15:00","2017-07-29"
"9636",881,"23:00:00","23:15:00","2017-07-29"
"9637",882,"04:00:00","04:15:00","2017-07-31"
"9638",883,"06:00:00","06:15:00","2017-08-02"
"9639",884,"12:00:00","12:15:00","2017-08-02"
"9640",885,"07:00:00","07:15:00","2017-08-06"
"9641",886,"19:00:00","19:15:00","2017-08-06"
"9642",887,"05:00:00","05:15:00","2017-08-08"
"9643",888,"06:00:00","06:15:00","2017-08-08"
"9657",889,"07:00:00","07:15:00","2017-08-08"
"9658",890,"06:00:00","06:15:00","2017-08-10"
"9675",891,"23:00:00","23:15:00","2017-08-10"
"9676",892,"05:00:00","05:15:00","2017-08-14"
"9677",893,"06:00:00","06:15:00","2017-08-14"
"9680",894,"05:00:00","05:15:00","2017-08-22"
"9681",895,"07:00:00","07:15:00","2017-08-26"
"9682",896,"06:00:00","06:03:00","2018-05-25"
"9685",897,"08:00:00","08:03:00","2018-05-27"
"9686",898,"08:00:00","08:03:00","2018-05-29"
"9689",899,"07:00:00","07:03:00","2018-05-31"
"9695",900,"05:00:00","05:15:00","2018-06-02"
"9709",901,"20:00:00","20:03:00","2018-06-02"
"9717",902,"05:00:00","05:03:00","2018-06-04"
"9723",903,"07:00:00","07:03:00","2018-06-06"
"9732",904,"05:00:00","05:15:00","2018-06-08"
"9755",905,"08:00:00","08:03:00","2018-06-12"
"9765",906,"06:00:00","06:03:00","2018-06-14"
"9785",907,"08:00:00","08:03:00","2018-06-18"
"9796",908,"08:00:00","08:03:00","2018-05-30"
"9798",909,"06:00:00","06:03:00","2018-06-01"
"9800",910,"04:00:00","04:15:00","2018-06-03"
"9806",911,"06:00:00","06:03:00","2018-06-03"
"9807",912,"21:00:00","21:03:00","2018-06-03"
"9808",913,"22:00:00","22:15:00","2018-06-09"
"9809",914,"05:00:00","05:15:00","2018-06-11"
"9813",915,"07:00:00","07:03:00","2018-06-11"
"9819",916,"08:00:00","08:03:00","2018-06-11"
"9824",917,"05:00:00","05:03:00","2018-06-13"
"9828",918,"21:00:00","21:03:00","2018-06-15"
"9830",919,"04:00:00","04:15:00","2018-06-17"
"9834",920,"06:00:00","06:03:00","2018-06-21"
"9837",921,"07:00:00","07:03:00","2018-06-21"
"9842",922,"23:00:00","23:03:00","2017-05-06"
"9865",923,"08:00:00","08:03:00","2017-05-25"
"9892",924,"06:00:00","06:03:00","2017-05-27"
"9909",925,"23:00:00","23:03:00","2017-05-29"
"9931",926,"20:00:00","20:03:00","2017-06-02"
"9935",927,"08:00:00","08:03:00","2017-06-04"
"9952",928,"05:00:00","05:03:00","2017-06-06"
"9968",929,"06:00:00","06:03:00","2017-06-10"
"9992",930,"08:00:00","08:03:00","2017-06-12"
"10010",931,"08:00:00","08:15:00","2017-06-12"
"10014",932,"05:00:00","05:03:00","2017-06-14"
"10049",933,"20:00:00","20:03:00","2017-06-20"
"10058",934,"23:00:00","23:03:00","2017-06-24"
"10059",935,"19:00:00","19:15:00","2017-07-06"
"10064",936,"01:00:00","01:15:00","2017-07-07"
"10065",937,"04:00:00","04:15:00","2017-07-08"
"10075",938,"05:00:00","05:15:00","2017-07-08"
"10094",939,"06:00:00","06:15:00","2017-07-08"
"10118",940,"08:00:00","08:15:00","2017-07-08"
"10141",941,"12:00:00","12:15:00","2017-07-08"
"10158",942,"13:00:00","13:15:00","2017-07-08"
"10178",943,"19:00:00","19:15:00","2017-07-08"
"10195",944,"20:00:00","20:15:00","2017-07-08"
"10211",945,"21:00:00","21:15:00","2017-07-08"
"10223",946,"01:00:00","01:15:00","2017-07-09"
"10224",947,"03:00:00","03:15:00","2017-07-09"
"10225",948,"04:00:00","04:15:00","2017-07-10"
"10237",949,"05:00:00","05:15:00","2017-07-10"
"10260",950,"06:00:00","06:15:00","2017-07-10"
"10287",951,"07:00:00","07:15:00","2017-07-10"
"10305",952,"19:00:00","19:15:00","2017-07-10"
"10331",953,"21:00:00","21:15:00","2017-07-10"
"10334",954,"04:00:00","04:15:00","2017-07-12"
"10350",955,"05:00:00","05:15:00","2017-07-12"
"10359",956,"06:00:00","06:15:00","2017-07-12"
"10390",957,"08:00:00","08:15:00","2017-07-12"
"10417",958,"05:00:00","05:15:00","2017-07-15"
"10424",959,"06:00:00","06:15:00","2017-07-15"
"10432",960,"06:00:00","06:15:00","2017-07-17"
"10446",961,"04:00:00","04:15:00","2017-07-19"
"10448",962,"07:00:00","07:15:00","2017-07-25"
"10450",963,"20:00:00","20:15:00","2017-07-25"
"10451",964,"20:00:00","20:15:00","2017-07-27"
"10476",965,"21:00:00","21:15:00","2017-08-02"
"10478",966,"08:00:00","08:15:00","2017-08-04"
"10494",967,"20:00:00","20:15:00","2017-08-08"
"10495",968,"05:00:00","05:15:00","2017-08-10"
"10498",969,"07:00:00","07:15:00","2017-08-14"
"10520",970,"06:00:00","06:15:00","2017-09-19"
"10523",971,"07:00:00","07:15:00","2017-09-19"
"10527",972,"08:00:00","08:15:00","2016-04-25"
"10529",973,"07:00:00","07:15:00","2016-04-27"
"10538",974,"06:00:00","06:15:00","2016-04-29"
"10540",975,"19:00:00","19:15:00","2016-04-29"
"10548",976,"05:00:00","05:15:00","2016-05-01"
"10554",977,"13:00:00","13:15:00","2016-05-03"
"10556",978,"05:00:00","05:15:00","2016-05-11"
"10558",979,"06:00:00","06:15:00","2016-05-11"
"10569",980,"05:00:00","05:15:00","2016-05-13"
"10578",981,"12:00:00","12:15:00","2016-05-17"
"10586",982,"01:00:00","01:15:00","2016-05-18"
"10587",983,"08:00:00","08:03:00","2016-05-19"
"10599",984,"08:00:00","08:15:00","2016-05-19"
"10604",985,"07:00:00","07:15:00","2016-05-22"
"10616",986,"19:00:00","19:03:00","2016-05-22"
"10620",987,"05:00:00","05:03:00","2016-05-24"
"10635",988,"19:00:00","19:15:00","2016-05-24"
"10642",989,"05:00:00","05:15:00","2016-05-26"
"10651",990,"07:00:00","07:03:00","2016-05-28"
"10658",991,"13:00:00","13:15:00","2016-05-28"
"10671",992,"06:00:00","06:03:00","2016-06-01"
"10767",993,"19:00:00","19:03:00","2016-06-03"
"10826",994,"04:00:00","04:15:00","2016-06-07"
"10845",995,"07:00:00","07:03:00","2016-06-07"
"10857",996,"19:00:00","19:15:00","2016-06-07"
"10862",997,"21:00:00","21:15:00","2016-06-07"
"10865",998,"05:00:00","05:03:00","2016-06-09"
"10876",999,"23:00:00","23:03:00","2016-06-09"
"10877",1000,"19:00:00","19:15:00","2016-06-10"
"10884",1001,"21:00:00","21:15:00","2016-06-10"
"10887",1002,"01:00:00","01:15:00","2016-06-11"
"10888",1003,"19:00:00","19:03:00","2016-06-12"
"10895",1004,"07:00:00","07:03:00","2016-06-14"
"10902",1005,"01:00:00","01:15:00","2016-06-15"
"10903",1006,"05:00:00","05:03:00","2016-06-16"
"10908",1007,"05:00:00","05:15:00","2016-06-16"
"10909",1008,"19:00:00","19:03:00","2016-06-16"
"10921",1009,"06:00:00","06:15:00","2016-06-18"
"10922",1010,"08:00:00","08:03:00","2016-06-18"
"10928",1011,"08:00:00","08:15:00","2016-06-18"
"10929",1012,"04:00:00","04:15:00","2016-06-22"
"10940",1013,"21:00:00","21:15:00","2016-06-22"
"10941",1014,"06:00:00","06:15:00","2016-06-24"
"10944",1015,"08:00:00","08:15:00","2016-06-26"
"10946",1016,"13:00:00","13:15:00","2016-06-30"
"10947",1017,"21:00:00","21:15:00","2016-07-04"
"10948",1018,"06:00:00","06:15:00","2016-07-08"
"10950",1019,"13:00:00","13:15:00","2016-07-08"
"10955",1020,"23:00:00","23:15:00","2017-05-03"
"10957",1021,"07:00:00","07:15:00","2017-05-05"
"10962",1022,"06:00:00","06:15:00","2017-05-07"
"10969",1023,"03:00:00","03:15:00","2017-05-12"
"10977",1024,"04:00:00","04:15:00","2017-05-13"
"10990",1025,"07:00:00","07:15:00","2017-05-17"
"11054",1026,"20:00:00","20:03:00","2017-05-24"
"11066",1027,"08:00:00","08:03:00","2017-05-26"
"11078",1028,"22:00:00","22:03:00","2017-05-26"
"11079",1029,"05:00:00","05:03:00","2017-05-28"
"11152",1030,"22:00:00","22:03:00","2017-06-03"
"11154",1031,"07:00:00","07:03:00","2017-06-05"
"11180",1032,"08:00:00","08:03:00","2017-06-09"
"11211",1033,"20:00:00","20:03:00","2017-06-13"
"11237",1034,"19:00:00","19:03:00","2017-06-15"
"11242",1035,"05:00:00","05:03:00","2017-06-17"
"11256",1036,"19:00:00","19:15:00","2017-06-29"
"11277",1037,"20:00:00","20:15:00","2017-06-29"
